2018-03-27 10:27:54,b'His best years are behind him. #mufc #manutd #mutv #ManchesterUnited https://t.co/hPWsGwXBbT'
2018-03-27 10:25:33,b'RT @ManUtdLatestCom: Jose Mourinho tells Ed Woodward Aaron Ramsey is BETTER than Paul Pogba ahead of summer\xc2\xa0move #mufc #ManUtd https://t.co\xe2\x80\xa6'
2018-03-27 10:24:36,"b'#39 Watch a @ManUtd game live\nTwo nights before Iceland, MBW scored last minute corporate tickets to a mid-week Eur\xe2\x80\xa6 https://t.co/o53OEUGlgz'"
2018-03-27 10:22:20,"b'Be careful when flaunting our achievements, Liverpool used to do this very same thing to #manutd. It only acted as\xe2\x80\xa6 https://t.co/6fPXC31SSS'"
2018-03-27 10:20:06,b'RT @EdwardStratmann: A piece on Eric Bailly for @EuroFantasyGame: https://t.co/TpBdkkiRwD #ManUtd #EPL'
2018-03-27 10:19:23,b'A piece on Eric Bailly for @EuroFantasyGame: https://t.co/TpBdkkiRwD #ManUtd #EPL'
2018-03-27 10:17:08,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:16:37,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:15:37,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:15:07,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:14:34,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:14:05,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:13:35,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:13:05,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:12:35,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:12:03,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:11:34,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:11:04,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:10:35,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:10:04,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:09:34,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:09:04,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:08:33,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:08:19,b'Almost time for a French connection return! \xf0\x9f\x87\xab\xf0\x9f\x87\xb7\n\nCan @PaulPogba and @AnthonyMartial help France beat Russia? UK/IRE\xe2\x80\xa6 https://t.co/lqWBxxrBhb'
2018-03-27 10:07:33,b'RT @paddyspower1: Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet loses\n#\xe2\x80\xa6'
2018-03-27 10:05:37,b'Bettingbestodds early bird #football #PremierLeague betting 31st March\n#ChampionsLeague\n\xc2\xa330 bonus is your 1st bet l\xe2\x80\xa6 https://t.co/UIc5N8cs57'
2018-03-27 10:05:36,b'Bettingbestodds early bird #football #PremierLeague betting 31st March\nmultiples #ChampionsLeague\n\xc2\xa330 bonus is your\xe2\x80\xa6 https://t.co/q8KDy0qmHP'
2018-03-27 09:51:12,b'#Tappy Tap: @JesseLingard is teaching them young\xf0\x9f\x95\xba\n\n#jesselingard #england #fifaworldcup2018 #ManUtd #FootTheBall https://t.co/eGPD4qzRWI'
2018-03-27 09:49:45,b'Lingard misses out on dance award https://t.co/mTA0uqYuGX #ManUtd #RedDevils'
2018-03-27 09:45:27,b'David De Gea drops major hint over Manchester United future\n \xf0\x9f\x94\xa5 Football News: \n\n#ManUtd \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xa5\xf3\xa0\x81\xae\xf3\xa0\x81\xa7\xf3\xa0\x81\xbf #Premier_League \n\xe2\x99\xbb\xef\xb8\x8f\xe2\x80\xa6 https://t.co/CNyQ6K6OfR'
2018-03-27 09:45:05,"b""Lampard, Ronaldo, Shearer: Every Premier League club's greatest signing ever #mufc #ManUtd https://t.co/DuMH57A2yT"""
2018-03-27 09:44:39,b'RT @MUFCRepublik: 2018/19 @ManUtd Kit Concepts! \xf0\x9f\x94\xb4\xe2\x9a\xaa\xef\xb8\x8f\xe2\x9a\xab\xef\xb8\x8f\n\nRT if you like any of them! \xf0\x9f\x94\x81\n\n#MUFC #ManUtd #Adidas #Kit\n\nTemplate by @sportsTempla\xe2\x80\xa6'
2018-03-27 09:38:24,b'Manchester United boost: David De Dea suggests he will reject Real Madrid to stay at Old Trafford\xe2\x80\xa6 https://t.co/3gqQek7y7G'
2018-03-27 09:33:09,b'Ronaldinho reveals he was just 48 hours from signing for Manchester United https://t.co/tmSbwFFJxm #ManUtd #MUFC'
2018-03-27 09:33:08,b'Manchester United misfit Memphis Depay outshines Cristiano Ronaldo https://t.co/dX1Dlz3MpT #ManUtd #MUFC'
2018-03-27 09:33:08,b'Manchester United fans slaughter players in ratings this season https://t.co/pfL2ADBaRB #ManUtd #MUFC'
2018-03-27 09:30:08,"b""Juan Mata reveals #ManchesterUnited's end-of-season goal! #ManUtd #MUFC #EPL #PL #seanknows\nhttps://t.co/esuDHm4LTm"""
2018-03-27 09:15:28,b'RT @ManUtdLatestCom: Jose Mourinho tells Ed Woodward Aaron Ramsey is BETTER than Paul Pogba ahead of summer\xc2\xa0move #mufc #ManUtd https://t.co\xe2\x80\xa6'
2018-03-27 09:15:27,b'Manchester United misfit Memphis Depay outshines Cristiano Ronaldo\n \xf0\x9f\x94\xa5 Football News: \n\n#ManUtd \xf0\x9f\x8f\xb4\xf3\xa0\x81\xa7\xf3\xa0\x81\xa2\xf3\xa0\x81\xa5\xf3\xa0\x81\xae\xf3\xa0\x81\xa7\xf3\xa0\x81\xbf\xe2\x80\xa6 https://t.co/uPf1Tqctvg'
2018-03-27 09:11:54,b'When do we find out if we have got a ticket for Wembley? @ManUtd #ManchesterUnited #mufc #ManUtd'
2018-03-27 09:11:12,b'#Earn \xc2\xa345 TODAY! @ukbookiebash &amp; Make UP TO \xc2\xa32000 monthly. #FreeSignUp #manutd #MCFC #NUFC #LEEDS SEE MY PROFILE\xe2\x80\xa6 https://t.co/yIbJLkGY4B'
2018-03-27 09:10:12,"b""A busy night of international action awaits several #MUFC stars...\n\nHere's our round-up of tonight's fixtures:\xe2\x80\xa6 https://t.co/qMmizg0BgP"""
2018-03-27 09:04:49,b'RT @ManUtdLatestCom: Jose Mourinho tells Ed Woodward Aaron Ramsey is BETTER than Paul Pogba ahead of summer\xc2\xa0move #mufc #ManUtd https://t.co\xe2\x80\xa6'
2018-03-27 09:03:12,b'Man Utd handed boost as Neymar gives transfer demands to Real ... #mufc #manu #manutd #bpl https://t.co/JdNKjfTZPt'
2018-03-27 09:03:11,b'Man Utd news: Pundit makes huge claim about Paul PogbaMANCHESTER... #mufc #manu #manutd #bpl https://t.co/JdNKjfTZPt'
2018-03-27 09:02:50,b'But is he wasting his talent at United?\xf0\x9f\x94\xb4\n\n#paulpogba #manutd #minoraiola #FootTheBall https://t.co/63xOYKJdE3'
2018-03-27 09:00:05,b'Man Utd fans in meltdown as Paul Pogba pulls off outrageous skill in France training #mufc #ManUtd https://t.co/w2FLRki6oM'
2018-03-27 08:57:15,b'Coral  New #Acca Club #EFL\n#PremierLeague #EPL\n#Football #ChampionsLeague\n#MUFC #MCFC #AFC #EFC\n#AVFC #Spurs #CFC\xe2\x80\xa6 https://t.co/Xb7p8OrZED'
2018-03-27 08:54:41,b'RT @ManUtdLatestCom: Jose Mourinho tells Ed Woodward Aaron Ramsey is BETTER than Paul Pogba ahead of summer\xc2\xa0move #mufc #ManUtd https://t.co\xe2\x80\xa6'
2018-03-27 08:54:24,b'RT @MUFCRepublik: 2018/19 @ManUtd Kit Concepts! \xf0\x9f\x94\xb4\xe2\x9a\xaa\xef\xb8\x8f\xe2\x9a\xab\xef\xb8\x8f\n\nRT if you like any of them! \xf0\x9f\x94\x81\n\n#MUFC #ManUtd #Adidas #Kit\n\nTemplate by @sportsTempla\xe2\x80\xa6'
2018-03-27 08:52:33,b'RT @MUFCRepublik: 2018/19 @ManUtd Kit Concepts! \xf0\x9f\x94\xb4\xe2\x9a\xaa\xef\xb8\x8f\xe2\x9a\xab\xef\xb8\x8f\n\nRT if you like any of them! \xf0\x9f\x94\x81\n\n#MUFC #ManUtd #Adidas #Kit\n\nTemplate by @sportsTempla\xe2\x80\xa6'
2018-03-27 08:48:36,b'I am watching an inspiring #ManUtd video featuring an epic goal by #Rashford. Tweet #WinsAreDecisions to reveal it!'
2018-03-27 08:47:35,b'RT @ManUtdLatestCom: Man Utd boss Jose Mourinho\xe2\x80\x99s Paul Pogba treatment defended by Chelsea legend #mufc #ManUtd https://t.co/TqEmiua2gc'
2018-03-27 08:47:15,"b'#EARN \xc2\xa345 NOW! Learn #Bookiebashing with #Freebets, SEE MY PROFILE #glasgow #edinburgh #belfast #SOCIALMEDIA\xe2\x80\xa6 https://t.co/GDSSrbwIan'"
2018-03-27 08:45:04,b'David De Gea drops major hint over Man Utd future and Real Madrid transfer #mufc #ManUtd https://t.co/zpz1yvwdQ0'
2018-03-27 08:35:59,b'Chicharito Javer Hernandez Girlfriend British Girl Chaska Borek @ChaskaBorek hot body! https://t.co/YE9T9DcerH little pea #ManUtd #chivas'
2018-03-27 08:35:01,b'RT @ManUtdNews365: Real Madrid want Paul Pogba and more Manchester United transfer rumours https://t.co/iQreBI5I9R #ManUtd #MUFC'
2018-03-27 08:30:17,b'Mourinho favours Vidal ahead of four others in Man Utd midfield transfer plan #MUFC #ManUtd https://t.co/0YQLKIKYpd'
2018-03-27 08:27:36,b'Whoever signs Matthijs De Ligt will be getting Europe\xe2\x80\x99s most promising CB...18 y/o and already consistently v good\xe2\x80\xa6 https://t.co/ArPvIpUYSb'
2018-03-27 08:20:27,"b""Two stars top Mourinho's six-man shortlist to replace Carrick at #ManUtd | TEAMtalk https://t.co/mlSnGWvdnE"""
2018-03-27 08:10:11,"b""RT @ManUtdNews365: Manchester United's Jesse Lingard reacts to missing out on bizarre award https://t.co/wEQJppQ3hn #ManUtd #MUFC"""
2018-03-27 08:09:14,b'RT @ManUtdNews365: Manchester United can use Pep Guardiola transfer tactic to solve problem positions https://t.co/eTEPEt3JG9 #ManUtd #MUFC'
2018-03-27 08:06:03,b'Chicharito Javier Hernandez Girlfriend British girl Chaska Borek - @ChaskaBorek cool pic- https://t.co/RuiNrbeSeL little pea #ManUtd'
2018-03-27 08:05:36,b'Bettingbestodds early bird #football #PremierLeague betting 31st March\nmultiples #ChampionsLeague\n\xc2\xa330 bonus is your\xe2\x80\xa6 https://t.co/Ef5ZoczZDZ'
2018-03-27 08:04:51,b'MANCHESTER UNITED #ManUtd have reportedly got no chance of signing Real Madrid ace Isco in the summer.\nMore\xe2\x80\xa6 https://t.co/zMzYZzERHg'
2018-03-27 08:01:52,"b""A busy night of international action awaits several #MUFC stars...\n\nHere's our round-up of tonight's fixtures:\xe2\x80\xa6 https://t.co/BJHOh5i1pJ"""
2018-03-27 07:56:02,b'RT @MUFCRepublik: 2018/19 @ManUtd Kit Concepts! \xf0\x9f\x94\xb4\xe2\x9a\xaa\xef\xb8\x8f\xe2\x9a\xab\xef\xb8\x8f\n\nRT if you like any of them! \xf0\x9f\x94\x81\n\n#MUFC #ManUtd #Adidas #Kit\n\nTemplate by @sportsTempla\xe2\x80\xa6'
2018-03-27 07:54:15,"b""A busy night of international action awaits several #MUFC stars...\n\nHere's our round-up of tonight's fixtures:\xe2\x80\xa6 https://t.co/hcfrJLHBtT"""
2018-03-27 07:53:15,"b""RT @ChrisSmalling: I've waited a couple of days just in case you came back again! Good luck LA, @Ibra_official is coming. \xf0\x9f\xa6\x81 #ManUtd #Zlatan\xe2\x80\xa6"""
